company,client,nb_avis_client,date_commande,notes,titre_commentaire,commentaire,date_commentaire,reponse_sav,date_reponse_sav,delai_reponse_sav
Marionnaud,Harnafi Noémie,3,2022-10-06,5,Jadore!!!,"Le packaging est chic et épuré et la texture crémeuse est souple et facile à travailler. Son manche offre une bonne prise en main, la brosse légèrement courbée épouse parfaitement la ligne des cils et ses nombreux picots permettent une application facile sans paquet.Dès le premier passage, les cils ont l’air plus longs et plus fournis avec un résultat qui reste assez naturel. C’est un mascara qui apporte un volume modulable en fonction des envies : chaque couche supplémentaire amène plus de volume et donc plus d’intensité au regard. Il sépare correctement les cils et a une excellente tenue : il ne coule pas, ne s’effrite pas et n’est pas irritant pour les yeux. Le démaquillage se fait facilement.J’apprécie aussi sa formule sans paraben et non testée sur les animaux.Placer la brosse à la base des cils et étirer vers le haut en effectuant un mouvement de zigzag. Recommencer jusqu’à l’intensité souhaitée.Je le conseille à toutes personnes qui souhaitent donner de l'intensité à son regard !!!",2022-11-01,"Bonjour,Nous vous remercions d’avoir partagé votre avis sur ce mascara ainsi que votre conseil beauté.En vous souhaitant une bonne journéeCordialementMarie, de l’équipe Marionnaud",2022-11-02 13:29:08.351000+00:00,1.0
Marionnaud,laurent Ratio,1,2022-09-01,5,Hugo Boss lolo,Très beau magasin,2022-10-31,"Bonjour, Nous vous remercions pour ce commentaire et vous souhaitons une excellente journée.Cordialement, Paul, de l'équipe Marionnaud",2022-11-02 13:27:54.727000+00:00,2.0
Marionnaud,Lila,4,2022-10-13,1,Je ne valide vraiment pas,"Je ne valide vraiment pas, en magasin on a jamais d'échantillons et l'accueil est toujours passable les clients sont accueillis comme s'ils dérangeaient, si vous venez juste regardez sans acheter tout de suite les sourires disparaissent et on vous prend de haut .",2022-10-31,"Bonjour, Nous regrettons d'apprendre que votre expérience chez Marionnaud n'a pas été à la hauteur de vos attentes et nous vous prions de bien vouloir nous excuser pour la gêne occasionnée. Pouvez-vous, s'il-vous-plaît, nous transmettre, sous votre commentaire, la localisation précise du magasin Marionnaud où s'est déroulé cet événement, afin de pouvoir le signaler à notre direction commerciale ?Nous vous souhaitons une bonne journéeCordialementPaul, de l'équipe Marionnaud",2022-11-07 11:01:35.520000+00:00,7.0
Marionnaud,Marjory VERA,4,2022-10-24,5,L'essayer c'est l'adopter,"J'ai reçu #uncadeaudegivenchyfr et j'ai donc pu tester la poudre prisme libre et quelle découverte ! Je l'adore, elle fait un rendu matifiant, s'adapte très bien à mon teint et est facile à appliquer. Elle fait partie dorénavant de la routine maquillage. De plus, la boîte est belle ça fait très classe.",2022-10-31,"Bonjour, Merci beaucoup pour cet avis sur la poudre prisme libre.Nous vous souhaitons une agréable journée. Cordialement, Marie, de l'équipe Marionnaud",2022-11-02 13:14:09.024000+00:00,2.0
Marionnaud,Aude “La gi” La gi,2,2022-10-31,5,un volume de folie,"Sensorialitéj'adore le packaging très épurée le blanc c'est oujours top la texture est comme je l'aime transparente l'odeur très douce j'aime beaucoup aussiEfficacitéj'aime le fait que le démêlage soit rapide et efficace j'aime le fait qu'il n'alourdisse pas les cheveux j'ai observer un peu plus de brillance aussi sur les cheveuxAutre aspect appréciéun démêlage efficace sans alourdir les cheveuxMon conseil d'utilisationAprès votre shampooing, appliquer sur cheveux mouillés en évitant le cuir chevelu. Etirer le produit sur les longueurs et rincer abondamment.A qui je le recommandepour tous il est idéal pour tous le monde",2022-10-31,"Bonjour,Nous vous remercions d’avoir partagé votre avis sur ce produit ainsi que votre routine beauté.En vous souhaitant une bonne journéeCordialementPaul, de l’équipe Marionnaud",2022-11-02 13:13:14.441000+00:00,2.0
Marionnaud,B***** GREGORY,6,2022-10-17,2,livraison chronopost colis ouvert,"livraison chronopost colis arrivé ouvert avec produits manquants. Appel service client OK mais aucun retour depuis le 17/10/2022, nous sommes le 30/10/2022. Prise en compte du client au rabais avec de belles paroles .",2022-10-30,"Bonjour, Nous regrettons d'apprendre que votre expérience chez Marionnaud n'a pas été à la hauteur de vos attentes et nous vous prions de bien vouloir nous excuser pour la gêne occasionnée. Nous souhaiterions échanger avec vous sur le sujet. Merci donc de faire figurer un numéro de commande sous votre texte afin que nous vous contactions.Nous vous souhaitons une bonne journée Cordialement Paul, de l'équipe Marionnaud",2022-11-07 11:18:16.518000+00:00,8.0
Marionnaud,Mme Ludivine AUFFRET,10,2022-10-30,5,Ce produit est fabuleux!,"J'aime beaucoup le packaging et sa couleur, l'odeur est assez discrète et sent bon la nature! J'aime énormément sa texture crème je trouve cela très pratique elle s'étale parfaitement sur mes longueurs, ils sont plus nourrit c'est très agréable ils sont moins secs et cassants, je trouve mes cheveux plus résistants et plus hydrater, Il démêle mes cheveux j'ai moins de noeuds ils sont plus lisses, ils sont moins cassants et plus nourrit jusqu'aux pointes",2022-10-30,"Bonjour et merci beaucoup pour cet avis ! Très bonne journée !Cordialement, Marie, de l'équipe Marionnaud",2022-11-02 13:06:05.332000+00:00,3.0
Marionnaud,fatima fatima,3,2022-10-20,1,Mon colis a été livré vide,"Mon colis a été livré vide, le carton ouvert et jeté au sol devant mon hall d'immeuble, j'ai envoyé un mail mais personne ne m'a donné de réponse",2022-10-29,"Bonjour, Nous regrettons d'apprendre que votre expérience chez Marionnaud n'a pas été à la hauteur de vos attentes et nous vous prions de bien vouloir nous excuser pour la gêne occasionnée. Si vous souhaitez échanger à ce sujet, vous pouvez directement contacter notre Service Clients par téléphone au numéro Cristal 0 969 360 500 (appel non surtaxé) du lundi au samedi de 8h à 20h.Enfin, si vous complétez votre message avec un numéro de commande, nous prendrons contact avec vous dans les meilleurs délais. Belle journée Cordialement Paul, de l'équipe Marionnaud",2022-11-02 12:52:35.065000+00:00,4.0
Marionnaud,Betty Lemaire,2,2022-10-23,5,Cadeau de Givenchy FR,"Cadeau de Givenchy FR, j’ai eu la chance de tester ce fond de teint qui est juste incroyable ! Il laisse une peau hydratée, unifiée et lumineuse tout en couvrant les imperfections. Grande surprise, l’odeur est divine et le packaging très beau ! Je recommande sans hésiter !",2022-10-28,"Bonjour, Nous vous remercions pour ce commentaire et vous souhaitons une excellente journée.Cordialement, Marie, de l'équipe Marionnaud",2022-11-02 12:50:56.071000+00:00,5.0
Marionnaud,Claire,2,2022-10-11,3,Améliorer le service à la boutique (pas…,Améliorer le service à la boutique (pas eu les 3 échantillons) et mes 130 points fidélité gagnés n'ont pas été affectés à mon compte.,2022-10-28,"Bonjour, Nous regrettons d'apprendre que votre expérience chez Marionnaud n'a pas été à la hauteur de vos attentes et nous vous prions de bien vouloir nous excuser pour la gêne occasionnée. Nous souhaiterions échanger avec vous sur le sujet. Par avance, nous vous remercions donc de compléter votre message avec votre numéro de commande, nous prendrons contact avec vous dans les meilleurs délais. Belle journée Cordialement Paul, de l'équipe Marionnaud",2022-11-02 12:50:30.069000+00:00,5.0
Marionnaud,Benoit,4,2022-05-05,5,rapidité de la livraison,Date de l'expérience: 05 mai 2022,2022-10-27,"Bonjour,Nous vous remercions pour votre partage d’expérience. A bientôt chez Marionnaud ! Bonne journéeCordialement, Paul, de l'équipe Marionnaud",2022-11-02 12:47:51.751000+00:00,6.0
Marionnaud,Jf Nicolas,1,2022-09-12,5,Sublime flacon…,Parlons d abord de son sublime flacon iconique une invitation au luxe sa flagrance aux couleurs d'ambre d'or et de miel est une invitation à le porter...ses  effluves gourmandes et épicées à base de rose de vanilles et fruits et de tonka me rappele les senteurs d'orient et ses merveilleuses pâtisserie ..Ce parfum est une pure merveille,2022-10-27,"Bonjour,Nous sommes ravis d'apprendre que ce parfum correspond à vos attentes et vous souhaitons de passer une agréable journée. Cordialement, Marie, de l'équipe Marionnaud",2022-11-02 12:47:16.048000+00:00,6.0
Marionnaud,Aurelie Masson,2,2022-10-10,1,Délai de livraison non respectés et…,Délai de livraison non respectés et service client injoignable,2022-10-27,"Bonjour, Nous sommes navrés d'apprendre que votre expérience client n'a pas été entièrement à la hauteur de vos attentes. Nous souhaiterions échanger avec vous à ce sujet.Pouvez-vous, s’il vous plaît, indiquer votre numéro de commande sous votre texte afin que nous prenions contact avec vous ?Nous vous souhaitons une bonne journée. Cordialement Marie, de l’équipe Marionnaud",2022-10-28 14:18:42.113000+00:00,1.0
Marionnaud,Charlène,1,2022-10-19,4,Mascara très satisfaisant,Site intuitif facile d’utilisation.,2022-10-27,"Bonjour, Nous vous remercions pour ce commentaire et vous souhaitons une excellente journée.Cordialement, Paul, de l'équipe Marionnaud",2022-11-02 12:45:51.125000+00:00,6.0
Marionnaud,Jean,2,2022-10-26,3,Site facile à utiliser mais nombreux…,"Site facile à utiliser mais nombreux produits en rupture et bugs fréquents au paiement (déjà 2 fois), donc je vais directement acheter au magasin.",2022-10-26,"Bonjour,Nous vous remercions pour votre avis.Nous regrettons d’apprendre que notre site ne vous a pas apporté entière satisfaction.Bonne journée Cordialement Paul, de l'équipe Marionnaud",2022-11-02 11:24:33.975000+00:00,7.0
Marionnaud,Zarrouati Annie-Claude,3,2022-09-08,5,Site bien fait mais achat direct en magasin privilégié,"Site bien fait, mais je le consulte seulement et préfère acheter directement dans l'1 des 2 boutiques Marionnaud rue de Lévis 75017 Paris.",2022-10-26,"Bonjour, Nous vous remercions pour ce commentaire et sommes ravis d'apprendre que vous êtes satisfait de votre expérience client chez nous.Belle journée !Cordialement, ",2022-11-02 11:22:37.114000+00:00,7.0
Marionnaud,Daniela Macrel,3,2022-10-01,5,Luxueux,"Ce parfum…rien que le flacon est un bijou d’élégance, il est luxueux et intemporel. Il a bien évolué. On sent bien la fève de tonka et la vanille en note de fond. L’ambre est aussi présente. C’est un parfum qui me rappelle ma jeunesse et là il a murit. Je le porte facilement et il laisse un sillage derrière mon passage. La couleur ambrée est idéale. Il est parfait pour moi.",2022-10-26,"BonjourNous vous remercions pour votre partage d'expérience sur ce parfum.En vous souhaitant une bonne journée.CordialementMarie, de l'équipe Marionnaud",2022-11-02 11:22:10.756000+00:00,7.0
Marionnaud,Elixiea,3,2022-10-26,5,"Sensoriel, réparateur extrême très efficace","Elixiea35Ville :: ChantepieAge :: entre 36 et 45 ansType de peau: mixtePigmentation de peau: moyenneNature de cheveux: normauxTexture de cheveux: bouclésAjouté le 26/10/2022SensorialitéLe packaging est sublime très chic et naturel, la couleur du contenant, est un joli vert fougère, avec des touches de dorés. Ce shampooing est certifié Bio cosmos organic par ECOCERT, sans sulfate, sans silicone et sans huile minérale. Son odeur est un plaisir olfactif, une seuteur des herbes fraîches et dynamiques, un côté pep's, provenant de la papaye, puis des notes un plus gourmandes comme la coco et le jojoba. Sa texture est légère et onctueuse, juste ce qu'il faut, mousse, mais pas trop.EfficacitéLe point est fort est le sensoriel, il sent divinement bon, odeur très fraîche au départ puis légèrement plus gourmande, c'est subil et intense à la fois. La connexion à la nature est immédiate, l'on ressent vraiment ses ingrédients naturels et la bonne composition du produit. Mes cheveux sentent très bons, mes cheveux bouclés sont plus doux, brillants, légers, plein de vitalité. Ils sont aussi très souples, j'avoue que le produit a tenu ses promesses.Autre aspect appréciéLa présence de la kératine végétale est confirmée, pas de silicone ni sulfate, le shampooing n'alourdit donc pas le cheveux. Mes pointes sont beaucoup moins sèches et cassantes. Mon cheveux a retrouvé force et vitalité dès la première application 👍🙂 produit bio, un vrai plus. Exellent rapport qualité, prix. 😊Mon conseil d'utilisationJe conseille ce shampooing en usage quotidien pour bien nourrir vos cheveux et les protéger des agressions extérieures (pollution). Pour celles qui ont les cheveux sensibilisés par les mèches ou autres techniques de colorations.A qui je le recommandeJe le recommande à tous les types de cheveux. Ne graisse pas du tout en racine. Pour les cheveux fins, n'alourdit pas le cheveux. Pour les cheveux frisés et ondulés, ce shampooing est nourrissant, j'ai utilisé en complément un après- shampooing, pour faciliter le démêlage comme je fais souvent pour mes cheveux bouclés.",2022-10-26,"Bonjour,Nous vous remercions d’avoir partagé votre avis sur ce shampooing ainsi que votre routine beauté.En vous souhaitant une bonne journéeCordialementPaul, de l’équipe Marionnaud",2022-11-02 11:19:48.987000+00:00,7.0
Marionnaud,CatCatherine,9,2022-10-07,5,Un parfum Exceptionnel,"Shalimar Millésime Tonka de la Maison Guerlain lancé en 2022 est un parfum envoûtant,il se distingue par des senteurs de Bergamote et D'Amande ,soutenus par la Rose,l'Iris et le Jasmin , puis en notes de fond la Vanille et la fève de Tonka qui donne pour ma part l'amertume du cacao. La Maison Guerlain a créé un parfum Exceptionnel pour les femmes avec beaucoup de caractère et de sensualité. Deux pulvérisations suffisent pour être parfumée toute la journée, il reste sur manteau, veste,deux semaines après l'odeur enivrante est toujours présente.",2022-10-26,"Bonjour,Nous constatons avec plaisir que ce parfum Shalimar Millésime Tonka de la Maison Guerlain correspond à vos attentes et vous accompagne tout au long de la journée.Bonne journéeCordialementMarie, de l'équipe Marionnaud",2022-11-02 11:18:08.029000+00:00,7.0
Marionnaud,Anaïs,2,2022-08-22,1,Problème de publicité mensongère depuis…,Problème de publicité mensongère depuis août toujours non résolue !! Pire on m’a supprimé mon compte fidélité../,2022-10-26,"Bonjour, Nous regrettons d'apprendre que votre expérience chez Marionnaud n'a pas été à la hauteur de vos attentes et nous vous prions de bien vouloir nous excuser pour la gêne occasionnée. Si vous souhaitez échanger à ce sujet, vous pouvez directement contacter notre Service Clients par téléphone au numéro Cristal 0 969 360 500 (appel non surtaxé) du lundi au samedi de 8h à 20h. Vous pouvez également lui envoyer un mail via le formulaire qui se trouve sur notre site. Enfin, si vous complétez votre message avec un numéro de commande, nous prendrons contact avec vous dans les meilleurs délais. Belle journée Cordialement Marie, de l'équipe Marionnaud",2022-10-26 12:39:41.514000+00:00,0.0
Marionnaud,Emilie,2,2022-10-11,5,J’ai testé leur fond de teint,J’ai testé leur fond de teint Il est très bien,2022-10-25,"Bonjour,Nous vous remercions d’avoir partagé votre avis sur ce fond de teint.En vous souhaitant une bonne journéeCordialementMarie, de l’équipe Marionnaud",2022-10-26 08:06:58.974000+00:00,1.0
Marionnaud,BARRETO,2,2022-09-08,3,Site pratique pour commander mes…,"Site pratique pour commander mes produits de beauté. Bon suivi et livraison de ma commande. En revanche, je n’ai pas eu mon petit cadeau pour mon premier achat comme promis par le marchand. Commande no. 894005296 en date 08/09",2022-10-27,"BonjourNous vous remercions pour votre partage d'expérience.Nous souhaitons échanger avec vous sur ce sujet, pouvez-vous nous indiquer votre numéro de commande sous votre texte s'il vous plait ?En vous souhaitant une bonne journée.CordialementPaul, de l'équipe Marionnaud",2022-10-26 08:29:56.098000+00:00,-1.0
Marionnaud,Gabriela Aurora Manastireanu,9,2022-10-24,5,Un cadeau de Givenchy.FR,"Un cadeau de Givenchy.FR , #offertpargivenchyfr . La meilleure Poudre libre, Poudre visage pour ma peau mixte déshydratée ! Texture fine et odeur très agréable ! Une poudre visage qui ne dessèche pas ma peau mixte déshydratée et ne marque pas les zones des sècheresse ! Texture fine poudre  effet lissant  très bon fixateur de maquillage pour mon teint , un fini agréable . Avec son packaging luxueux la poudre rassemble a un petit BIJOUX . Tes raffinée , j'adoreeeee ça ! Apres l'utilisation de cette superbe poudre libre mon teint il est beaucoup plus matifie et unifie  coup d'éclat garantit ! Elle a une très bonne tenue sur mon teint pendant toute la journée . La poudre me convient PARFAITEMENT . et je l'utiliserais tous les jours .  A utiliser SEULE ou sur UN FOND DE TEINT a l'aide de la houppette qui se trouve en intérieur de packaging. Très belle découverte pour moi et ma peau . Je recommande cette superbe poudre libre visage a toutes les types de peaux . Je rachèterais cette merveilleuse POUDRE PRISMA libre matité &  éclat Rehausse GIVENCHY visage SANS HESITATION .",2022-10-25,"Bonjour, Nous vous remercions d’avoir partagé votre avis sur ce produit. En vous souhaitant une bonne journée Cordialement Marie, de l’équipe Marionnaud",2022-10-26 08:02:34.635000+00:00,1.0
Marionnaud,Evie,2,2022-10-22,5,Poudre libre Givenchy prisme libre…,"Poudre libre Givenchy prisme libre juste géniale, je recommande cette poudre à 100% !! Elle est incroyable",2022-10-25,"Bonjour, Nous vous remercions d’avoir partagé votre avis sur ce produit. En vous souhaitant une bonne journée Cordialement Paul, de l’équipe Marionnaud",2022-10-26 07:57:47.779000+00:00,1.0
Marionnaud,vanessa menuge,3,2022-09-02,5,Parfum envoûtant,"Avant je vais vous parlé du packaging de la boîte, sa couleur noir avec ces écritures or rappelle la royauté, et la beauté sa donne envie de découvrir ce qui se cache à l'intérieur, sa donne tout de suite le ton. Le flacon avec ces superbe courbe et une merveille par son élégance et son raffinement, grâce à sa transparence on peu découvrir la couleur or, ambré du liquide, ce qui nous donne envie de le sentir. Son bouchon éventail de couleur bleu avec la note or et très bien assorti au flacon, les deux couleurs ce mari très bien. Son lacet en cuir avec le seau Guerlain et très raffiné et sa sort de l'ordinaire, on dirait un Clin d'œil liée à la royauté. Son odeur et très prononcé, une seule vaporisation suffit à dégager son incroyable odeur mélangé de note de bergamote, citron, fève tonka, rose, jasmin, vanille fond de cette eau de parfum une icône de la parfumerie, tout ces odeurs mélangé ce varie très bien. Il tien vraiment bien tout au long de la journée juste en mettant une seule vaporisation, moi j'aime bien le mettre soit derrière mon oreille ou le creux de mon poignet. Cette eau de parfum inspire la féminité, ainsi que l'élégance et la raffinement par sa couleur et son odeur orientale.",2022-10-25,"Bonjour, Merci beaucoup pour cette description précise. Vous nous donnez envie d'essayer cette eau de parfum Guerlain ! En vous souhaitant une très bonne journée Cordialement, Marie, de l'équipe Marionnaud",2022-10-26 07:56:14.195000+00:00,1.0
Marionnaud,By Delishoux,2,2022-10-24,5,J'ai véritablement adorer cette poudre…,J'ai véritablement adorer cette poudre libre.Elle matifie vraiment très bien et flotte a la perfection.Elle est légère et tiens véritablement sous le masque.Elle est légère a porter et je la recommande vraiment.,2022-10-25,"Bonjour,Nous sommes ravis d'apprendre que cette poudre correspond à vos attentes et vous souhaitons de passer une agréable journée. Cordialement, Paul, de l'équipe Marionnaud",2022-10-26 07:53:50.505000+00:00,1.0
Marionnaud,Sophie Handjian,3,2022-09-15,5,très performant,"très performant, acceuil parfait.",2022-10-25,"Bonjour, Nous vous remercions pour ce commentaire et vous souhaitons une excellente journée.Cordialement, Paul, de l'équipe Marionnaud",2022-10-25 13:59:20.728000+00:00,0.0
Marionnaud,Saandiati Said,2,2022-10-25,5,Le fond de teint est super bien,Le fond de teint est super bien ! Sa couvre très bien. Moi j’ai des problèmes de peau mais sa a jamais aggraver au contraire sa hydrate super bien :) Je recommande !!!,2022-10-25,"Bonjour,Nous sommes ravis d'apprendre que ce fond de teint correspond à vos attentes et nous vous remercions de nous avoir laissé ce commentaire positif.En vous souhaitant une bonne journée.Cordialement Marie, de l'équipe Marionnaud",2022-10-25 12:10:45.625000+00:00,0.0
Marionnaud,Laurent Nimsgern,2,2022-10-18,5,Fluide et détaillé,"Fluide et détaillé , si n n’y trouve ce que ´on cherche , on peut y trouver des parfums encore inconnus à notre odorat  grâce à leur logiciel de parfums naturels   Excellent site",2022-10-25,"Bonjour, Nous vous remercions d'avoir partagé votre avis sur nos parfums naturels.Nous vous souhaitons une excellente journée.Cordialement, Paul, de l'équipe Marionnaud",2022-10-25 12:07:18.297000+00:00,0.0
Marionnaud,Oceane,10,2022-09-14,5,Parfait commande reçu avant la date…,Parfait commande reçu avant la date prévue produit super bien emballés rapport qualité prix top,2022-10-25,"Bonjour,Nous vous remercions pour votre partage d'expérience et nous vous souhaitons une bonne journée !Cordialement,Marie, de l'équipe Marionnaud",2022-10-25 12:11:15.982000+00:00,0.0
Marionnaud,Sylvie Chadelat,1,2022-09-19,5,Tout impeccable,"Tout impeccable. Tarifs attrayants, livraison rapide et adéquate à ma commande...",2022-10-24,"BonjourNous vous remercions pour votre partage d'expérience.En vous souhaitant une bonne journée.CordialementPaul, de l'équipe Marionnaud",2022-10-25 09:00:49.997000+00:00,1.0
Marionnaud,Sylvie,9,2022-10-19,1,SAV inexistant,"Bon suivi de la commande (ce n'est pas la première fois que je commande chez Marionnaud)Mais la mauvaise note concerne le SAV, je fais une réclamation suite à une réaction allergique d'un produit (sérum anti pigmentation Eucerin) après à peine 3 utilisations !Aucune réponse à ce jour. C'est plutôt décevant.Bonjour Marionnaud,Ma commande est n°910757652.Merci, Cordialement",2022-10-25,"Bonjour, Nous sommes navrés d'apprendre que vous avez constaté des effets indésirables suite à l'utilisation de produits achetés dans notre enseigne.Nous souhaiterions faire le point avec vous sur votre dossier, pouvez-vous, s’il vous plaît, indiquer votre numéro de commande sous votre texte afin que nous prenions contact avec vous dans les meilleurs délais.Nous vous souhaitons une bonne journée. Cordialement Marie, de l’équipe MarionnaudBonjour,Nous vous remercions pour votre réponse. Nous allons prendre contact avec vous dans les meilleurs délais.En vous souhaitant une agréable journéeCordialement, Marie, de l'équipe Marionnaud",2022-11-08 10:32:31.330000+00:00,14.0
Marionnaud,karemba,15,2022-10-15,5,livraison rapide,livraison rapide et envoi en plus d'échantillon,2022-10-23,"Bonjour, Nous vous remercions pour ce commentaire et vous souhaitons une excellente journée.Cordialement, Paul, de l'équipe Marionnaud",2022-10-24 08:58:15.109000+00:00,1.0
Marionnaud,Alicia Gicquel,1,2022-10-23,3,Fond de teint agréable,"J’ai eu la chance de recevoir gratuitement cet article de la part de la marque, à fin de le tester. Ce sont de temps à une matière légère agréable et une conférence légère. Après une couche, l’acné est encore visible, c’est seulement suite à la seconde couche et l’application d’une poudre que celle-ci ne se verront plus. Après quelques heures tout de même, celui-ci s’oxyde et laisse à nouveau apparaître l’acné ce qui oblige à faire des retouches. C’est un fond de teint correct et agréable, mais qui n’est pas fait pour les peaux à tendance acnéique.",2022-10-23,"Bonjour,Nous vous remercions pour votre avis.Nous regrettons d’apprendre que ce fond de teint ne vous a pas apporté entière satisfaction.Nous vous souhaitons une bonne journée. Cordialement Paul, de l'équipe Marionnaud",2022-10-24 09:00:39.937000+00:00,1.0
Marionnaud,Mme Maria Abdelmoumen,2,2022-10-23,4,Sérum nuit Esthée Lauder,"Commandé le sérum nuit Esthée Lauder, bonne efficacité, à conseiller.",2022-10-23,"Bonjour, Merci beaucoup pour cet avis sur ce sérum Estée Lauder.Nous vous souhaitons une agréable journée. Cordialement, Marie, de l'équipe Marionnaud",2022-10-24 09:02:01.226000+00:00,1.0
Marionnaud,Prescillia Gouirand,3,2022-10-23,5,Le produit est très classe et élégant,"Le produit est très classe et élégant, il des couleurs sobres, avec peu d’artifice. Toutes les informations essentielles y sont présentes (lieu de fabrication, type de produit, effet escompté, taille du produit, marque…). J’aime beaucoup le packaging et la manière dont le mecanisme s’ouvre pour déposer le produit. C’est très ingénieux. L’odeur est très agréable et la texture douce, on dirait du coton, en terme d’odeur et de toucher.",2022-10-23,"Bonjour,Nous vous remercions pour votre partage d’expérience. A bientôt chez Marionnaud ! Bonne journéeCordialement, Marie, de l'équipe Marionnaud",2022-10-24 09:03:24.878000+00:00,1.0
Marionnaud,Domicgy,15,2022-09-01,5,Une véritable enseigne beauté,Le site est facile d’utilisation. La livraison a été très rapide et bien emballée. Je suis ravie de mon achat,2022-10-23,"Bonjour,Nous vous remercions pour ce partage et sommes ravis d'apprendre que vous êtes satisfaite de votre expérience client chez nous.En vous souhaitant une bonne journée.CordialementMarie, de l'équipe Marionnaud",2022-10-24 09:06:03.450000+00:00,1.0
Marionnaud,vi,1,2022-10-22,4,ELENATURE REPARATION EXTREME Après-Shampooing crème restructurante,"J ai testé l apres shampoing elenature et la texture est agréable et fondante,il a une très bonne odeur, Le flacon pompe très pratique permet de sortir une dose precise, mes cheveux sont nourris",2022-10-22,"Bonjour,Nous sommes ravis d'apprendre que cet après-shampooing correspond à vos attentes et vous souhaitons de passer une agréable journée. Cordialement, Marie, de l'équipe Marionnaud",2022-10-24 09:09:14.159000+00:00,2.0
Marionnaud,Laura,3,2022-10-22,5,J’adore,"J’ai testé ce fond de teint du matin au soir, et je le valide totalement ! La teinte est parfaite pour mon incarnation, et la texture est hyper agréable ! Fluide et aérienne, comme j’aime. Il n’est pas épais, ni compact, on ne le sent pas sur la peau ! Il a une couvrance naturelle quand on l’utilise avec les doigts, et un glow incroyable ! C’est mon article chouchou !",2022-10-22,"Bonjour,Nous vous remercions d’avoir partagé votre avis sur ce fond de teint ainsi que votre astuce beauté.En vous souhaitant une bonne journéeCordialementPaul, de l’équipe Marionnaud",2022-10-24 09:10:06.617000+00:00,2.0
Marionnaud,Léon Perle,1,2022-10-22,5,Teint parfait,"Franchement un bonheur d'avoir pu partagez une expérience aussi joyeuse !! Merci beaucoup J'ai reçu le produit en cadeau dont je ne me passe plus du tout maintenant, je l'utilise au quotidien, en tout cas, je vous recommande !""Un cadeau de Givenchy FR"", #uncadeaudegivenchyfr",2022-10-22,"Bonjour, Nous vous remercions pour ce commentaire et vous souhaitons une excellente journée.Cordialement, Marie, de l'équipe Marionnaud",2022-10-24 09:11:44.681000+00:00,2.0
Marionnaud,Dragan Bogomirovic,1,2022-10-16,1,Mon compte a été suspendu car dans le…,"Mon compte a été suspendu car dans le même mois j’ai acheté dans la marque Dior 3 Gels douche 2 déodorants 2 lotions après rasage, un parfum j’adore, une huile douche  deux déodorants et un savon de la même gamme.  Votre enseigne estime que les produits que j’ai acheté ne sont pas pour un usage personnel ???? 😡  Cela suppose qu’à 61 ans je suis un trafiquant de Gel douche ?  Je suis outré !!!  Soit vous mettez un quotas ou vous prévenez votre clientèle qu’il y a un maximum de produits à acheter dans le mois,  Mais suspendre un compte sans prévenir cela est humiliant !!!",2022-10-20,"Bonjour,Nous regrettons d’apprendre que votre expérience chez Marionnaud n'a pas été à la hauteur de vos attentes.Nous vous prions de bien vouloir nous excuser pour la gêne occasionnée. Nous avons le plaisir de vous annoncer que votre compte a été réactivé.Nous vous remercions pour votre fidélité ! Bonne journéeCordialement, Paul, de l'équipe Marionnaud",2022-10-25 09:17:26.444000+00:00,5.0
Marionnaud,Marie Paule Mignan,3,2022-10-08,5,J'ai profitée d'une promotion pour me faire plaisir,J'ai profitée d'une promotion pour me faire plaisir malgré mon budget mais c'est sans regret,2022-10-20,"Bonjour,Nous vous remercions pour votre commentaire et vous remercions pour votre achat. A bientôt chez Marionnaud ! Bonne journéeCordialement, Paul, de l'équipe Marionnaud",2022-10-24 09:14:43.800000+00:00,4.0
Marionnaud,Client,3,2022-10-20,3,"À plusieurs reprises,j’ai acheté la…","À plusieurs reprises,j’ai acheté la sultane de saba …voyage sur la route des épices mais la derrière que j’ai acheté ne tient pas …je pense que les ingrédients ont changé je suis déçu cette fois-ci dommage….car c’est un parfum qui a du succès…",2022-10-20,"Bonjour,Nous vous remercions pour votre avis. Nous regrettons d’apprendre que ce produit ne vous a pas apporté entière satisfaction.Bonne journée Cordialement Marie, de l'équipe Marionnaud",2022-10-20 12:27:24.887000+00:00,0.0
Marionnaud,Momo,5,2022-10-07,5,Site très agréable et efficace,"site vraiment facile à utiliser, colis reçu plus tot que prévu, super experience en plus le chèque fidélité arrive plus rapidement, top pour le black friday et noel qui arrive.",2022-10-20,"Bonjour, Nous vous remercions pour ce commentaire et sommes ravis d'apprendre que vous êtes satisfait de votre expérience client chez nous. En espérant vous revoir durant ces fêtes de fin d'année.Belle journée Cordialement Marie, de l'équipe Marionnaud",2022-10-20 12:22:57.084000+00:00,0.0
Marionnaud,Marie-odile Bellec,3,2022-10-01,5,Parfait tout au long du processus…,Parfait tout au long du processus d’achat,2022-10-19,"Bonjour,Nous vous remercions pour votre partage d'expérience et vous souhaitons une bonne journée !Cordialement,Paul, de l'équipe Marionnaud",2022-10-20 08:45:15.179000+00:00,1.0
